sequence,target,function
"[19, 9, 13, 28, 22, 41]",50,padovan
"[50, 22, 94, 210, 514, 1238]",2990,pell
"[85, 97, 109, 121, 133, 145]",157,arithmetic
"[71, 76, 86, 101, 121, 146]",176,step_up
"[22, -22, -66, -110, -154, -198]",-242,arithmetic
"[20, 20, 12, 40, 32, 52]",72,padovan
"[22, 26, 74, 174, 422, 1018]",2458,pell
"[13, 14, 13, 27, 27, 40]",54,padovan
"[35, 12, -11, -34, -57, -80]",-103,arithmetic
"[67, 70, 76, 85, 97, 112]",130,step_up
"[52, 54, 58, 64, 72, 82]",94,step_up
"[22, 32, 64, 74, 148, 158]",316,alternating_sequence
"[59, 53, 55, 49, 51, 45]",47,alternating_add_subtract
"[78, 52, 26, 0, -26, -52]",-78,arithmetic
"[43, 38, 33, 28, 23, 18]",13,arithmetic
"[32, 31, 41, 40, 50, 49]",59,alternating_add_subtract
"[5, 9, 27, 31, 93, 97]",291,alternating_sequence
"[12, 17, 27, 42, 62, 87]",117,step_up
"[28, 49, 32, 109, 190, 331]",630,tribonacci
"[22, 126, 646, 3246, 16246, 81246]",406246,linear_recursive
"[43, 45, 49, 55, 63, 73]",85,step_up
"[7, 3, 17, 24, 27, 44]",68,generate_sequence
"[12, 15, 19, 27, 34, 46]",61,padovan
"[29, 42, 48, 119, 209, 376]",704,tribonacci
"[13, 16, 22, 31, 43, 58]",76,step_up
"[6, 5, 16, 22, 27, 43]",65,generate_sequence
"[95, 94, 97, 96, 99, 98]",101,alternating_add_subtract
"[65, 31, -3, -37, -71, -105]",-139,arithmetic
"[3, -1, 1, -3, -1, -5]",-3,alternating_add_subtract
"[9, 20, 49, 118, 285, 688]",1661,pell
"[35, 3, -29, -61, -93, -125]",-157,arithmetic
"[99, 95, 98, 94, 97, 93]",96,alternating_add_subtract
"[23, 18, 59, 136, 331, 798]",1927,pell
"[96, 58, 20, -18, -56, -94]",-132,arithmetic
"[29, 27, 32, 30, 35, 33]",38,alternating_add_subtract
"[17, 42, 92, 192, 392, 792]",1592,linear_recursive
"[59, 60, 62, 65, 69, 74]",80,step_up
"[44, 179, 719, 2879, 11519, 46079]",184319,linear_recursive
"[16, 10, 12, 6, 8, 2]",4,alternating_add_subtract
"[1, 19, 20, 39, 59, 98]",157,fibonacci
"[16, 13, 14, 30, 43, 57]",87,generate_sequence
"[5, 1, 13, 18, 19, 32]",50,generate_sequence
"[71, 66, 76, 71, 81, 76]",86,alternating_add_subtract
"[11, 5, 18, 16, 23, 34]",39,padovan
"[22, -1, -24, -47, -70, -93]",-116,arithmetic
"[44, 49, 38, 131, 218, 387]",736,tribonacci
"[50, 19, 4, 73, 96, 173]",342,tribonacci
"[27, 30, 28, 85, 143, 256]",484,tribonacci
"[32, 135, 547, 2195, 8787, 35155]",140627,linear_recursive
"[11, 15, 23, 35, 51, 71]",95,step_up
"[19, 5, 14, 33, 38, 52]",85,generate_sequence
"[24, 40, 64, 104, 168, 272]",440,fibonacci
"[17, 5, 14, 31, 36, 50]",81,generate_sequence
"[32, 136, 552, 2216, 8872, 35496]",141992,linear_recursive
"[49, 15, 19, 83, 117, 219]",419,tribonacci
"[3, 4, 8, 9, 18, 19]",38,alternating_sequence
"[10, 31, 73, 157, 325, 661]",1333,linear_recursive
"[16, 15, 14, 30, 45, 59]",89,generate_sequence
"[64, 66, 68, 70, 72, 74]",76,arithmetic
"[7, 20, 1, 27, 21, 28]",48,padovan
"[56, 60, 68, 80, 96, 116]",140,step_up
"[1, 6, 13, 32, 77, 186]",449,pell
"[13, 18, 7, 31, 25, 38]",56,padovan
"[43, 59, 118, 134, 268, 284]",568,alternating_sequence
"[9, 9, 14, 19, 29, 44]",69,fib_minus_const
"[32, 72, 152, 312, 632, 1272]",2552,linear_recursive
"[4, 2, 6, 4, 8, 6]",10,alternating_add_subtract
"[38, 4, 42, 46, 88, 134]",222,fibonacci
"[27, 29, 33, 39, 47, 57]",69,step_up
"[21, 50, 79, 108, 137, 166]",195,arithmetic
"[2, 12, 10, 14, 22, 24]",36,padovan
"[10, 11, 12, 21, 23, 33]",44,padovan
"[52, 100, 148, 196, 244, 292]",340,arithmetic
"[43, 46, 50, 139, 235, 424]",798,tribonacci
"[76, 28, -20, -68, -116, -164]",-212,arithmetic
"[55, 20, -15, -50, -85, -120]",-155,arithmetic
"[34, 26, 10, 70, 106, 186]",362,tribonacci
"[17, 21, 29, 41, 57, 77]",101,step_up
"[10, 21, 32, 43, 54, 65]",76,arithmetic
"[19, 7, 14, 40, 61, 115]",216,tribonacci
"[4, 19, 7, 23, 26, 30]",49,padovan
"[21, 24, 44, 89, 157, 290]",536,tribonacci
"[56, 17, -22, -61, -100, -139]",-178,arithmetic
"[80, 97, 114, 131, 148, 165]",182,arithmetic
"[11, 7, 13, 18, 20, 31]",38,padovan
"[22, 17, 39, 56, 95, 151]",246,fibonacci
"[34, 12, 46, 58, 104, 162]",266,fibonacci
"[12, 15, 8, 27, 23, 35]",50,padovan
"[8, 5, 1, 13, 6, 14]",19,padovan
"[8, 7, 15, 15, 22, 30]",37,padovan
"[17, 4, 15, 21, 19, 36]",40,padovan
"[33, 17, 50, 67, 117, 184]",301,fibonacci
"[24, -7, -38, -69, -100, -131]",-162,arithmetic
"[33, 60, 87, 114, 141, 168]",195,arithmetic
"[8, 4, 9, 12, 13, 21]",25,padovan
"[45, 18, 81, 180, 441, 1062]",2565,pell
"[30, 1, 2, 33, 36, 71]",140,tribonacci
"[28, 51, 74, 97, 120, 143]",166,arithmetic
"[19, -8, -35, -62, -89, -116]",-143,arithmetic
"[52, 74, 96, 118, 140, 162]",184,arithmetic
"[28, 32, 40, 52, 68, 88]",112,step_up
"[1, 9, 4, 10, 13, 14]",23,padovan
"[20, 18, 12, 38, 30, 50]",68,padovan
"[4, 14, 12, 16, 30, 42]",58,generate_sequence
"[28, 39, 78, 89, 178, 189]",378,alternating_sequence
"[20, 52, 116, 244, 500, 1012]",2036,linear_recursive
"[2, 23, 86, 275, 842, 2543]",7646,linear_recursive
"[61, 68, 75, 82, 89, 96]",103,arithmetic
"[14, 47, 37, 98, 182, 317]",597,tribonacci
"[38, 35, 32, 29, 26, 23]",20,arithmetic
"[15, 16, 8, 23, 39, 47]",70,generate_sequence
"[50, 16, -18, -52, -86, -120]",-154,arithmetic
"[17, 1, 11, 18, 12, 29]",30,padovan
"[4, 7, 11, 18, 29, 47]",76,fibonacci
"[12, 13, 12, 25, 25, 37]",50,padovan
"[34, 53, 72, 91, 110, 129]",148,arithmetic
"[58, 49, 53, 44, 48, 39]",43,alternating_add_subtract
"[24, 42, 126, 144, 432, 450]",1350,alternating_sequence
"[3, 37, 77, 191, 459, 1109]",2677,pell
"[6, 7, 7, 13, 14, 20]",27,padovan
"[27, 69, 153, 321, 657, 1329]",2673,linear_recursive
"[10, 6, 19, 29, 35, 54]",83,generate_sequence
"[35, 24, 6, 65, 95, 166]",326,tribonacci
"[9, 22, 31, 53, 84, 137]",221,fibonacci
"[50, 92, 134, 176, 218, 260]",302,arithmetic
"[37, 21, 58, 79, 137, 216]",353,fibonacci
"[7, 6, 7, 6, 7, 6]",7,alternating_add_subtract
"[85, 78, 71, 64, 57, 50]",43,arithmetic
"[30, 26, 33, 29, 36, 32]",39,alternating_add_subtract
"[30, -12, -54, -96, -138, -180]",-222,arithmetic
"[19, 18, 7, 37, 25, 44]",62,padovan
"[34, 46, 184, 196, 784, 796]",3184,alternating_sequence
"[5, 17, 53, 161, 485, 1457]",4373,linear_recursive
"[73, 93, 113, 133, 153, 173]",193,arithmetic
"[32, 70, 108, 146, 184, 222]",260,arithmetic
"[50, 260, 1310, 6560, 32810, 164060]",820310,linear_recursive
"[34, 42, 126, 134, 402, 410]",1230,alternating_sequence
"[40, 34, 44, 38, 48, 42]",52,alternating_add_subtract
"[16, 3, 18, 34, 37, 55]",89,generate_sequence
"[12, 24, 36, 60, 96, 156]",252,fibonacci
"[17, 35, 105, 123, 369, 387]",1161,alternating_sequence
"[34, 7, 41, 48, 89, 137]",226,fibonacci
"[11, 9, 14, 20, 23, 34]",43,padovan
"[1, 1, 11, 12, 13, 24]",36,generate_sequence
"[72, 64, 71, 63, 70, 62]",69,alternating_add_subtract
"[6, 8, 2, 14, 10, 16]",24,padovan
"[63, 107, 151, 195, 239, 283]",327,arithmetic
"[6, 7, 15, 21, 28, 43]",64,generate_sequence
"[8, 6, 9, 17, 23, 32]",49,generate_sequence
"[26, 16, 24, 14, 22, 12]",20,alternating_add_subtract
"[76, 91, 106, 121, 136, 151]",166,arithmetic
"[42, 47, 57, 72, 92, 117]",147,step_up
"[15, 14, 14, 29, 43, 57]",86,generate_sequence
"[8, 18, 20, 26, 38, 46]",64,padovan
"[6, 16, 22, 38, 60, 98]",158,fibonacci
"[42, 14, -14, -42, -70, -98]",-126,arithmetic
"[26, 138, 698, 3498, 17498, 87498]",437498,linear_recursive
"[29, 20, 26, 17, 23, 14]",20,alternating_add_subtract
"[2, 22, 22, 46, 90, 158]",294,tribonacci
"[57, 75, 93, 111, 129, 147]",165,arithmetic
"[32, 33, 35, 38, 42, 47]",53,step_up
"[22, 73, 226, 685, 2062, 6193]",18586,linear_recursive
"[7, 13, 10, 17, 30, 40]",57,generate_sequence
"[38, 158, 638, 2558, 10238, 40958]",163838,linear_recursive
"[4, 19, 49, 109, 229, 469]",949,linear_recursive
"[7, 12, 5, 19, 17, 24]",36,padovan
"[100, 82, 64, 46, 28, 10]",-8,arithmetic
"[51, 45, 46, 40, 41, 35]",36,alternating_add_subtract
"[94, 85, 86, 77, 78, 69]",70,alternating_add_subtract
"[5, 2, 20, 7, 22, 27]",29,padovan
"[41, 17, 30, 88, 135, 253]",476,tribonacci
"[80, 79, 78, 77, 76, 75]",74,arithmetic
"[40, 177, 725, 2917, 11685, 46757]",187045,linear_recursive
"[6, 10, 15, 21, 28, 36]",45,triangular_sequence_randomized
"[41, 7, 50, 98, 155, 303]",556,tribonacci
"[11, 15, 26, 41, 67, 108]",175,fibonacci
"[9, 36, 45, 81, 126, 207]",333,fibonacci
"[25, 34, 170, 179, 895, 904]",4520,alternating_sequence
"[13, 7, 20, 20, 27, 40]",47,padovan
"[47, 59, 177, 189, 567, 579]",1737,alternating_sequence
"[58, 77, 96, 115, 134, 153]",172,arithmetic
"[3, 37, 6, 46, 89, 141]",276,tribonacci
"[23, 29, 44, 96, 169, 309]",574,tribonacci
"[10, 9, 10, 19, 19, 29]",38,padovan
"[29, 36, 15, 80, 131, 226]",437,tribonacci
"[18, 21, 27, 36, 48, 63]",81,step_up
"[11, 14, 19, 25, 33, 44]",58,padovan
"[16, 20, 28, 40, 56, 76]",100,step_up
"[56, 30, 4, -22, -48, -74]",-100,arithmetic
"[16, 14, 12, 30, 26, 42]",56,padovan
"[98, 137, 176, 215, 254, 293]",332,arithmetic
"[43, 27, 11, -5, -21, -37]",-53,arithmetic
"[4, 34, 154, 634, 2554, 10234]",40954,linear_recursive
"[64, 27, -10, -47, -84, -121]",-158,arithmetic
"[22, 15, 37, 52, 89, 141]",230,fibonacci
"[7, 15, 3, 22, 18, 25]",40,padovan
"[49, 102, 208, 420, 844, 1692]",3388,linear_recursive
"[5, 40, 45, 85, 130, 215]",345,fibonacci
"[47, 30, 30, 107, 167, 304]",578,tribonacci
"[17, 10, 16, 27, 26, 43]",53,padovan
"[7, 11, 18, 29, 47, 76]",123,fibonacci
"[54, 53, 61, 60, 68, 67]",75,alternating_add_subtract
"[48, 256, 1296, 6496, 32496, 162496]",812496,linear_recursive
"[29, 35, 41, 47, 53, 59]",65,arithmetic
"[21, -25, -71, -117, -163, -209]",-255,arithmetic
"[33, 24, 31, 22, 29, 20]",27,alternating_add_subtract
"[22, 45, 36, 103, 184, 323]",610,tribonacci
"[44, 143, 440, 1331, 4004, 12023]",36080,linear_recursive
"[19, 5, 19, 24, 24, 43]",48,padovan
"[65, 62, 59, 56, 53, 50]",47,arithmetic
"[19, 12, 13, 31, 25, 44]",56,padovan
"[27, 30, 36, 45, 57, 72]",90,step_up
"[15, 17, 21, 27, 35, 45]",57,step_up
"[18, 38, 152, 172, 688, 708]",2832,alternating_sequence
"[5, 18, 5, 10, 28, 33]",43,generate_sequence
"[39, 41, 45, 51, 59, 69]",81,step_up
"[2, 7, 16, 39, 94, 227]",548,pell
"[33, 37, 111, 115, 345, 349]",1047,alternating_sequence
"[23, 20, 26, 23, 29, 26]",32,alternating_add_subtract
"[44, 34, 6, 84, 124, 214]",422,tribonacci
"[5, 33, 173, 873, 4373, 21873]",109373,linear_recursive
"[43, 41, 6, 90, 137, 233]",460,tribonacci
"[32, 24, 80, 184, 448, 1080]",2608,pell
"[2, 12, 18, 20, 32, 50]",70,generate_sequence
"[36, 2, 38, 40, 78, 118]",196,fibonacci
"[5, -14, -33, -52, -71, -90]",-109,arithmetic
"[9, 20, 40, 51, 102, 113]",226,alternating_sequence
"[18, 26, 130, 138, 690, 698]",3490,alternating_sequence
"[7, 9, 10, 16, 19, 26]",35,padovan
"[12, 8, 13, 20, 21, 33]",41,padovan
"[64, 65, 66, 67, 68, 69]",70,arithmetic
"[1, 20, 41, 102, 245, 592]",1429,pell
"[2, 2, -1, -4, -10, -19]",-34,fib_minus_const
"[68, 77, 86, 95, 104, 113]",122,arithmetic
"[64, 54, 63, 53, 62, 52]",61,alternating_add_subtract
"[18, 47, 76, 105, 134, 163]",192,arithmetic
"[20, 16, 4, 36, 20, 40]",56,padovan
"[10, 42, 29, 81, 152, 262]",495,tribonacci
"[18, 15, 1, 33, 16, 34]",49,padovan
"[12, 17, 3, 15, 32, 35]",50,generate_sequence
"[10, 3, 17, 13, 20, 30]",33,padovan
"[4, 15, 3, 7, 22, 25]",32,generate_sequence
"[33, 20, 11, 64, 95, 170]",329,tribonacci
"[33, 31, 36, 34, 39, 37]",42,alternating_add_subtract
"[9, 6, 7, 4, 5, 2]",3,alternating_add_subtract
"[38, 35, 36, 33, 34, 31]",32,alternating_add_subtract
"[38, 55, 220, 237, 948, 965]",3860,alternating_sequence
"[37, 7, 44, 51, 95, 146]",241,fibonacci
"[23, 17, 26, 20, 29, 23]",32,alternating_add_subtract
"[48, 6, 17, 71, 94, 182]",347,tribonacci
"[26, 29, 35, 44, 56, 71]",89,step_up
"[1, 8, 1, 9, 9, 10]",18,padovan
"[2, 7, 9, 16, 25, 41]",66,fibonacci
"[15, 30, 45, 75, 120, 195]",315,fibonacci
"[26, 18, 44, 62, 106, 168]",274,fibonacci
"[7, 18, 13, 25, 31, 38]",56,padovan
"[43, 48, 144, 149, 447, 452]",1356,alternating_sequence
"[13, 4, 2, 17, 6, 19]",23,padovan
"[9, 17, 5, 14, 31, 36]",50,generate_sequence
"[68, 89, 110, 131, 152, 173]",194,arithmetic
"[1, 38, 77, 192, 461, 1114]",2689,pell
"[1, 13, 17, 14, 30, 31]",44,padovan
"[23, 130, 665, 3340, 16715, 83590]",417965,linear_recursive
"[8, 59, 314, 1589, 7964, 39839]",199214,linear_recursive
"[27, 13, 15, 55, 83, 153]",291,tribonacci
"[4, 34, 38, 72, 110, 182]",292,fibonacci
"[70, 66, 62, 58, 54, 50]",46,arithmetic
"[38, 38, 114, 266, 646, 1558]",3762,pell
"[2, 11, 3, 13, 14, 16]",27,padovan
"[63, 56, 60, 53, 57, 50]",54,alternating_add_subtract
"[42, 43, 45, 48, 52, 57]",63,step_up
"[27, 34, 61, 95, 156, 251]",407,fibonacci
"[11, 5, 7, 18, 23, 30]",48,generate_sequence
"[28, 25, 30, 83, 138, 251]",472,tribonacci
"[72, 65, 68, 61, 64, 57]",60,alternating_add_subtract
"[14, 1, 6, 15, 7, 21]",22,padovan
"[30, 22, 52, 74, 126, 200]",326,fibonacci
"[7, 14, 10, 31, 55, 96]",182,tribonacci
"[28, 39, 195, 206, 1030, 1041]",5205,alternating_sequence
"[36, 157, 641, 2577, 10321, 41297]",165201,linear_recursive
"[13, 43, 13, 69, 125, 207]",401,tribonacci
"[37, 41, 49, 61, 77, 97]",121,step_up
"[80, 83, 86, 89, 92, 95]",98,arithmetic
"[30, 9, 26, 65, 100, 191]",356,tribonacci
"[10, 9, 15, 20, 31, 47]",74,fib_minus_const
"[48, 48, 144, 336, 816, 1968]",4752,pell
"[7, 17, 6, 24, 23, 30]",47,padovan
"[17, 6, 9, 26, 32, 41]",67,generate_sequence
"[15, 10, 1, 16, 26, 27]",43,generate_sequence
"[15, 5, 14, 20, 19, 34]",39,padovan
"[34, 26, 36, 28, 38, 30]",40,alternating_add_subtract
"[24, 11, 18, 53, 82, 153]",288,tribonacci
"[84, 77, 85, 78, 86, 79]",87,alternating_add_subtract
"[27, 152, 777, 3902, 19527, 97652]",488277,linear_recursive
"[16, 12, 40, 92, 224, 540]",1304,pell
"[4, 7, 8, 12, 17, 26]",40,fib_minus_const
"[2, -15, -32, -49, -66, -83]",-100,arithmetic
"[1, 10, 10, 19, 28, 46]",73,fib_minus_const
"[26, 17, 25, 68, 110, 203]",381,tribonacci
"[18, 20, 24, 30, 38, 48]",60,step_up
"[6, 27, 60, 147, 354, 855]",2064,pell
"[19, 11, 14, 6, 9, 1]",4,alternating_add_subtract
"[8, 29, 50, 71, 92, 113]",134,arithmetic
"[30, 130, 530, 2130, 8530, 34130]",136530,linear_recursive
"[31, 127, 511, 2047, 8191, 32767]",131071,linear_recursive
"[7, 8, 32, 33, 132, 133]",532,alternating_sequence
"[7, 7, 8, 14, 15, 22]",29,padovan
"[4, 5, 8, 12, 19, 30]",48,fib_minus_const
"[23, 33, 56, 89, 145, 234]",379,fibonacci
"[34, 10, 17, 61, 88, 166]",315,tribonacci
"[2, 10, 7, 12, 14, 21]",30,fib_minus_const
"[28, 23, 26, 21, 24, 19]",22,alternating_add_subtract
"[14, 17, 3, 31, 20, 34]",51,padovan
"[41, 46, 56, 71, 91, 116]",146,step_up
"[9, 13, 21, 33, 49, 69]",93,step_up
"[46, 44, 134, 312, 758, 1828]",4414,pell
"[3, 1, 2, 4, 3, 6]",7,padovan
"[16, 31, 155, 170, 850, 865]",4325,alternating_sequence
"[16, 4, 20, 24, 44, 68]",112,fibonacci
"[47, 142, 427, 1282, 3847, 11542]",34627,linear_recursive
"[12, 18, 54, 60, 180, 186]",558,alternating_sequence
"[6, 6, 2, 12, 8, 14]",20,padovan
"[23, 5, 28, 33, 61, 94]",155,fibonacci
"[61, 65, 73, 85, 101, 121]",145,step_up
"[34, 41, 116, 273, 662, 1597]",3856,pell
"[8, 4, 7, 6, 8, 9]",12,fib_minus_const
"[9, 8, 9, 8, 9, 8]",9,alternating_add_subtract
"[6, 15, 18, 21, 33, 39]",54,padovan
"[18, 9, 0, -9, -18, -27]",-36,arithmetic
"[12, 18, 17, 30, 35, 47]",65,padovan
"[10, 17, 44, 105, 254, 613]",1480,pell
"[14, 1, 1, 15, 16, 17]",32,generate_sequence
"[23, 29, 12, 64, 105, 181]",350,tribonacci
"[4, 16, 20, 36, 56, 92]",148,fibonacci
"[39, 2, 36, 77, 115, 228]",420,tribonacci
"[15, 6, 4, 19, 25, 29]",48,generate_sequence
"[20, 15, 35, 50, 85, 135]",220,fibonacci
"[23, 6, 3, 32, 41, 76]",149,tribonacci
"[44, 68, 92, 116, 140, 164]",188,arithmetic
"[13, 12, 19, 32, 44, 63]",95,generate_sequence
"[10, 18, 1, 11, 29, 30]",41,generate_sequence
"[19, 37, 93, 223, 539, 1301]",3141,pell
"[14, 12, 10, 26, 22, 36]",48,padovan
"[41, 31, 37, 27, 33, 23]",29,alternating_add_subtract
"[15, 5, 15, 5, 15, 5]",15,alternating_add_subtract
"[7, 32, 9, 48, 89, 146]",283,tribonacci
"[11, 15, 15, 26, 30, 41]",56,padovan
"[12, 27, 66, 159, 384, 927]",2238,pell
"[120, 136, 153, 171, 190, 210]",231,triangular_sequence_randomized
"[15, 38, 61, 84, 107, 130]",153,arithmetic
"[63, 67, 75, 87, 103, 123]",147,step_up
"[8, 23, 38, 53, 68, 83]",98,arithmetic
"[26, 27, 53, 80, 133, 213]",346,fibonacci
"[8, 26, 104, 122, 488, 506]",2024,alternating_sequence
"[49, 260, 1315, 6590, 32965, 164840]",824215,linear_recursive
"[16, 4, 15, 31, 35, 50]",81,generate_sequence
"[8, 1, 18, 9, 19, 27]",28,padovan
"[57, 53, 55, 51, 53, 49]",51,alternating_add_subtract
"[41, 3, 47, 97, 241, 579]",1399,pell
"[21, 15, 23, 17, 25, 19]",27,alternating_add_subtract
"[48, 46, 140, 326, 792, 1910]",4612,pell
"[31, 25, 26, 20, 21, 15]",16,alternating_add_subtract
"[57, 107, 157, 207, 257, 307]",357,arithmetic
"[3, 20, 15, 23, 35, 38]",58,padovan
"[72, 71, 76, 75, 80, 79]",84,alternating_add_subtract
"[100, 80, 60, 40, 20, 0]",-20,arithmetic
"[16, 10, 20, 26, 30, 46]",56,padovan
"[73, 88, 103, 118, 133, 148]",163,arithmetic
"[1, 3, 17, 18, 21, 38]",56,generate_sequence
"[2, 12, 15, 14, 27, 29]",41,padovan
"[45, 47, 49, 51, 53, 55]",57,arithmetic
"[84, 77, 79, 72, 74, 67]",69,alternating_add_subtract
"[14, 3, 20, 43, 106, 255]",616,pell
"[32, 42, 84, 94, 188, 198]",396,alternating_sequence
"[25, 55, 85, 115, 145, 175]",205,arithmetic
"[3, 31, 34, 65, 99, 164]",263,fibonacci
"[68, 70, 74, 80, 88, 98]",110,step_up
"[51, 39, 27, 15, 3, -9]",-21,arithmetic
"[52, 57, 67, 82, 102, 127]",157,step_up
"[49, 54, 64, 79, 99, 124]",154,step_up
"[42, 177, 717, 2877, 11517, 46077]",184317,linear_recursive
"[29, 25, 31, 27, 33, 29]",35,alternating_add_subtract
"[12, -4, -20, -36, -52, -68]",-84,arithmetic
"[10, 7, 5, 17, 12, 22]",29,padovan
"[96, 104, 112, 120, 128, 136]",144,arithmetic
"[15, 13, 10, 25, 38, 48]",73,generate_sequence
"[43, 4, 51, 106, 263, 632]",1527,pell
"[43, 38, 42, 123, 203, 368]",694,tribonacci
"[69, 107, 145, 183, 221, 259]",297,arithmetic
"[12, 11, 18, 30, 41, 59]",89,generate_sequence
"[40, 15, 55, 70, 125, 195]",320,fibonacci
"[11, 3, 19, 14, 22, 33]",36,padovan
"[8, 8, 8, 16, 16, 24]",32,padovan
"[14, 19, 29, 44, 64, 89]",119,step_up
"[45, 48, 45, 138, 231, 414]",783,tribonacci
"[2, -1, 9, 6, 16, 13]",23,alternating_add_subtract
"[82, 39, -4, -47, -90, -133]",-176,arithmetic
"[9, 19, 10, 19, 38, 48]",67,generate_sequence
"[3, 14, 12, 17, 26, 29]",43,padovan
"[7, 7, 9, 14, 16, 23]",30,padovan
"[12, 70, 360, 1810, 9060, 45310]",226560,linear_recursive
"[76, 67, 74, 65, 72, 63]",70,alternating_add_subtract
"[4, 37, 78, 193, 464, 1121]",2706,pell
"[210, 231, 253, 276, 300, 325]",351,triangular_sequence_randomized
"[41, 38, 10, 89, 137, 236]",462,tribonacci
"[40, 13, -14, -41, -68, -95]",-122,arithmetic
"[36, 36, 108, 252, 612, 1476]",3564,pell
"[56, 50, 52, 46, 48, 42]",44,alternating_add_subtract
"[5, 8, 12, 19, 30, 48]",77,fib_minus_const
"[42, 220, 1110, 5560, 27810, 139060]",695310,linear_recursive
"[2, 6, 1, 8, 7, 9]",15,padovan
"[16, 38, 54, 92, 146, 238]",384,fibonacci
"[1, 3, 2, 3, 3, 4]",5,fib_minus_const
"[47, 244, 1229, 6154, 30779, 153904]",769529,linear_recursive
"[6, 41, 88, 217, 522, 1261]",3044,pell
"[10, 4, 12, 14, 24, 36]",58,fib_minus_const
"[45, 47, 51, 57, 65, 75]",87,step_up
"[33, 31, 40, 38, 47, 45]",54,alternating_add_subtract
"[44, 149, 464, 1409, 4244, 12749]",38264,linear_recursive
"[5, 5, 6, 7, 9, 12]",17,fib_minus_const
"[7, 22, 29, 51, 80, 131]",211,fibonacci
"[72, 120, 168, 216, 264, 312]",360,arithmetic
"[16, 52, 124, 268, 556, 1132]",2284,linear_recursive
"[91, 78, 65, 52, 39, 26]",13,arithmetic
"[3, 13, 4, 7, 20, 24]",31,generate_sequence
"[17, 36, 12, 65, 113, 190]",368,tribonacci
"[4, 11, 8, 15, 19, 23]",34,padovan
"[9, 10, 12, 15, 19, 24]",30,step_up
"[87, 47, 7, -33, -73, -113]",-153,arithmetic
"[8, 34, 42, 76, 118, 194]",312,fibonacci
"[32, 25, 26, 19, 20, 13]",14,alternating_add_subtract
"[14, 85, 440, 2215, 11090, 55465]",277340,linear_recursive
"[9, 11, 15, 21, 29, 39]",51,step_up
"[9, 10, 2, 19, 12, 21]",31,padovan
"[37, 21, 4, 62, 87, 153]",302,tribonacci
"[40, 38, 47, 45, 54, 52]",61,alternating_add_subtract
"[12, 33, 78, 189, 456, 1101]",2658,pell
"[8, 47, 242, 1217, 6092, 30467]",152342,linear_recursive
"[6, 5, 9, 8, 12, 11]",15,alternating_add_subtract
"[36, 26, 35, 25, 34, 24]",33,alternating_add_subtract
"[14, 5, 19, 24, 43, 67]",110,fibonacci
"[53, 48, 52, 47, 51, 46]",50,alternating_add_subtract
"[16, 27, 54, 65, 130, 141]",282,alternating_sequence
"[44, 11, -22, -55, -88, -121]",-154,arithmetic
"[42, 76, 110, 144, 178, 212]",246,arithmetic
"[6, 25, 31, 56, 87, 143]",230,fibonacci
"[20, 26, 72, 170, 412, 994]",2400,pell
"[60, 61, 63, 66, 70, 75]",81,step_up
"[18, 10, 13, 28, 23, 41]",51,padovan
"[21, 52, 114, 238, 486, 982]",1974,linear_recursive
"[25, 92, 293, 896, 2705, 8132]",24413,linear_recursive
"[28, 30, 34, 40, 48, 58]",70,step_up
"[34, 32, 66, 98, 164, 262]",426,fibonacci
"[30, 47, 188, 205, 820, 837]",3348,alternating_sequence
"[2, 5, 3, 4, 3, 3]",2,fib_minus_const
"[44, 225, 1130, 5655, 28280, 141405]",707030,linear_recursive
"[53, 58, 68, 83, 103, 128]",158,step_up
"[15, 7, 2, 22, 9, 24]",31,padovan
"[41, 44, 50, 59, 71, 86]",104,step_up
"[57, 52, 56, 51, 55, 50]",54,alternating_add_subtract
"[92, 88, 84, 80, 76, 72]",68,arithmetic
"[91, 89, 95, 93, 99, 97]",103,alternating_add_subtract
"[16, 12, 17, 28, 29, 45]",57,padovan
"[18, 14, 17, 35, 49, 66]",101,generate_sequence
"[17, 32, 81, 194, 469, 1132]",2733,pell
"[48, 51, 57, 66, 78, 93]",111,step_up
"[6, 16, 2, 22, 18, 24]",40,padovan
"[17, 58, 99, 140, 181, 222]",263,arithmetic
"[6, 10, 19, 16, 29, 35]",45,padovan
"[6, 3, 10, 16, 19, 29]",45,generate_sequence
"[15, 17, 68, 70, 280, 282]",1128,alternating_sequence
"[24, 54, 114, 234, 474, 954]",1914,linear_recursive
"[36, 91, 201, 421, 861, 1741]",3501,linear_recursive
"[20, -8, -36, -64, -92, -120]",-148,arithmetic
"[18, 3, 2, 21, 5, 23]",26,padovan
"[41, 24, 27, 92, 143, 262]",497,tribonacci
"[53, 8, -37, -82, -127, -172]",-217,arithmetic
"[32, 41, 205, 214, 1070, 1079]",5395,alternating_sequence
"[70, 68, 74, 72, 78, 76]",82,alternating_add_subtract
"[2, 8, 9, 16, 24, 39]",62,fib_minus_const
"[16, 28, 112, 124, 496, 508]",2032,alternating_sequence
"[37, 81, 169, 345, 697, 1401]",2809,linear_recursive
"[15, 1, 24, 40, 65, 129]",234,tribonacci
"[12, 5, 22, 49, 120, 289]",698,pell
"[38, 86, 134, 182, 230, 278]",326,arithmetic
"[22, 34, 102, 114, 342, 354]",1062,alternating_sequence
"[40, 32, 72, 104, 176, 280]",456,fibonacci
"[12, 6, 2, 14, 20, 22]",36,generate_sequence
