sequence,target,function,tier
"[14, 12, 15, 29, 41, 56]",85,generate_sequence,2
"[55, 48, 57, 50, 59, 52]",61,alternating_add_subtract,2
"[8, 22, 30, 52, 82, 134]",216,fibonacci,2
"[15, 45, 135, 405, 1215, 3645]",10935,geometric,2
"[42, 25, 49, 116, 190, 355]",661,tribonacci,2
"[17, 22, 61, 144, 349, 842]",2033,pell,2
"[1, 9, 13, 14, 23, 36]",50,generate_sequence,2
"[32, 51, 204, 223, 892, 911]",3644,alternating_sequence,2
"[1, 18, 3, 4, 22, 25]",29,generate_sequence,2
"[14, 20, 100, 106, 530, 536]",2680,alternating_sequence,2
"[40, 27, 94, 215, 524, 1263]",3050,pell,2
"[2, 46, 9, 57, 112, 178]",347,tribonacci,2
"[11, 44, 48, 103, 195, 346]",644,tribonacci,2
"[9, 1, 8, 7, 13, 18]",29,fib_minus_const,1
"[1, 8, 9, 9, 17, 18]",26,padovan,3
"[7, -4, -15, -26, -37, -48]",-59,arithmetic,3
"[29, 22, 32, 25, 35, 28]",38,alternating_add_subtract,2
"[14, 18, 36, 40, 80, 84]",168,alternating_sequence,2
"[19, -76, 304, -1216, 4864, -19456]",77824,geometric,2
"[19, 13, 20, 14, 21, 15]",22,alternating_add_subtract,2
"[5, 37, 17, 59, 113, 189]",361,tribonacci,2
"[4, 11, 4, 8, 19, 23]",31,generate_sequence,2
"[21, 120, 615, 3090, 15465, 77340]",386715,linear_recursive,2
"[8, 11, 11, 19, 30, 41]",60,generate_sequence,2
"[34, 83, 132, 181, 230, 279]",328,arithmetic,3
"[19, 8, 13, 32, 40, 53]",85,generate_sequence,2
"[16, 5, 7, 21, 12, 28]",33,padovan,3
"[14, 30, 42, 86, 158, 286]",530,tribonacci,2
"[16, 18, 6, 22, 40, 46]",68,generate_sequence,2
"[17, 4, 17, 21, 21, 38]",42,padovan,3
"[10, 54, 230, 934, 3750, 15014]",60070,linear_recursive,2
"[9, 19, 29, 39, 49, 59]",69,arithmetic,3
"[3, 13, 10, 16, 23, 26]",39,padovan,3
"[23, 14, 16, 7, 9, 0]",2,alternating_add_subtract,2
"[13, 1, 5, 14, 6, 19]",20,padovan,3
"[32, 170, 860, 4310, 21560, 107810]",539060,linear_recursive,2
"[45, -135, 405, -1215, 3645, -10935]",32805,geometric,2
"[78, 71, 72, 65, 66, 59]",60,alternating_add_subtract,2
"[61, 66, 76, 91, 111, 136]",166,step_up,2
"[45, 47, 51, 57, 65, 75]",87,step_up,2
"[7, 1, 17, 8, 18, 25]",26,padovan,3
"[7, 3, 14, 10, 17, 24]",27,padovan,3
"[45, 45, 45, 45, 45, 45]",45,geometric,2
"[19, 54, 89, 124, 159, 194]",229,arithmetic,3
"[47, 236, 1181, 5906, 29531, 147656]",738281,linear_recursive,2
"[8, 2, 5, 2, 2, -1]",-4,fib_minus_const,1
"[40, 16, 56, 72, 128, 200]",328,fibonacci,2
"[7, 11, 19, 31, 47, 67]",91,step_up,2
"[41, 50, 59, 68, 77, 86]",95,arithmetic,3
"[89, 45, 1, -43, -87, -131]",-175,arithmetic,3
"[54, 57, 63, 72, 84, 99]",117,step_up,2
"[5, 2, 9, 20, 49, 118]",285,pell,2
"[35, -175, 875, -4375, 21875, -109375]",546875,geometric,2
"[17, 14, 18, 31, 32, 49]",63,padovan,3
"[16, 53, 164, 497, 1496, 4493]",13484,linear_recursive,2
"[49, 65, 81, 97, 113, 129]",145,arithmetic,3
"[13, 19, 12, 32, 31, 44]",63,padovan,3
"[10, 22, 54, 130, 314, 758]",1830,pell,2
"[2, 6, 8, 8, 14, 16]",22,padovan,3
"[49, -196, 784, -3136, 12544, -50176]",200704,geometric,2
"[14, 10, 6, 24, 16, 30]",40,padovan,3
"[17, 3, 20, 20, 23, 40]",43,padovan,3
"[28, 93, 288, 873, 2628, 7893]",23688,linear_recursive,2
"[9, 3, 8, 7, 11, 14]",21,fib_minus_const,1
"[43, 230, 1165, 5840, 29215, 146090]",730465,linear_recursive,2
"[37, 115, 349, 1051, 3157, 9475]",28429,linear_recursive,2
"[17, 15, 16, 14, 15, 13]",14,alternating_add_subtract,2
"[47, -235, 1175, -5875, 29375, -146875]",734375,geometric,2
"[78, 124, 170, 216, 262, 308]",354,arithmetic,3
"[10, 4, 5, -1, 0, -6]",-5,alternating_add_subtract,2
"[31, -124, 496, -1984, 7936, -31744]",126976,geometric,2
"[51, 54, 60, 69, 81, 96]",114,step_up,2
"[63, 61, 68, 66, 73, 71]",78,alternating_add_subtract,2
"[18, 28, 46, 74, 120, 194]",314,fibonacci,2
"[23, -11, -45, -79, -113, -147]",-181,arithmetic,3
"[6, 7, 9, 12, 16, 21]",27,step_up,2
"[8, 12, 10, 20, 22, 30]",42,padovan,3
"[48, 25, 41, 114, 180, 335]",629,tribonacci,2
"[37, 40, 120, 123, 369, 372]",1116,alternating_sequence,2
"[19, 87, 359, 1447, 5799, 23207]",92839,linear_recursive,2
"[47, 41, 44, 38, 41, 35]",38,alternating_add_subtract,2
"[1, 18, 19, 37, 56, 93]",149,fibonacci,2
"[35, 18, 53, 71, 124, 195]",319,fibonacci,2
"[11, 11, 13, 35, 59, 107]",201,tribonacci,2
"[1, -26, -53, -80, -107, -134]",-161,arithmetic,3
"[10, 1, 17, 11, 18, 28]",29,padovan,3
"[65, 70, 80, 95, 115, 140]",170,step_up,2
"[31, 48, 192, 209, 836, 853]",3412,alternating_sequence,2
"[20, 11, 4, 31, 15, 35]",46,padovan,3
"[7, 18, 11, 18, 36, 47]",65,generate_sequence,2
"[45, 40, 32, 117, 189, 338]",644,tribonacci,2
"[47, 44, 53, 50, 59, 56]",65,alternating_add_subtract,2
"[15, 44, 48, 107, 199, 354]",660,tribonacci,2
"[7, 15, 11, 22, 26, 33]",48,padovan,3
"[27, 30, 150, 153, 765, 768]",3840,alternating_sequence,2
"[32, 147, 607, 2447, 9807, 39247]",157007,linear_recursive,2
"[11, -22, 44, -88, 176, -352]",704,geometric,2
"[74, 65, 71, 62, 68, 59]",65,alternating_add_subtract,2
"[10, 10, 3, 20, 13, 23]",33,padovan,3
"[10, 11, 20, 30, 41, 61]",91,generate_sequence,2
"[22, 44, 110, 264, 638, 1540]",3718,pell,2
"[58, 59, 61, 64, 68, 73]",79,step_up,2
"[53, 7, -39, -85, -131, -177]",-223,arithmetic,3
"[2, 9, 6, 10, 11, 16]",22,fib_minus_const,1
"[28, 7, 24, 59, 90, 173]",322,tribonacci,2
"[22, 5, 3, 30, 38, 71]",139,tribonacci,2
"[8, 12, 16, 20, 24, 28]",32,arithmetic,3
"[19, 20, 8, 39, 28, 47]",67,padovan,3
"[55, 60, 70, 85, 105, 130]",160,step_up,2
"[47, 237, 1187, 5937, 29687, 148437]",742187,linear_recursive,2
"[15, 12, 3, 18, 30, 33]",51,generate_sequence,2
"[11, 47, 83, 119, 155, 191]",227,arithmetic,3
"[85, 77, 80, 72, 75, 67]",70,alternating_add_subtract,2
"[29, 33, 95, 223, 541, 1305]",3151,pell,2
"[9, 45, 36, 90, 171, 297]",558,tribonacci,2
"[64, 87, 110, 133, 156, 179]",202,arithmetic,3
"[62, 67, 77, 92, 112, 137]",167,step_up,2
"[29, 42, 35, 106, 183, 324]",613,tribonacci,2
"[6, 14, 20, 26, 40, 60]",86,generate_sequence,2
"[37, 30, 16, 83, 129, 228]",440,tribonacci,2
"[56, 60, 68, 80, 96, 116]",140,step_up,2
"[19, -23, -65, -107, -149, -191]",-233,arithmetic,3
"[19, 10, 17, 29, 27, 46]",56,padovan,3
"[30, 51, 72, 93, 114, 135]",156,arithmetic,3
"[17, 35, 25, 77, 137, 239]",453,tribonacci,2
"[25, 49, 123, 295, 713, 1721]",4155,pell,2
"[78, 77, 86, 85, 94, 93]",102,alternating_add_subtract,2
"[4, 27, 73, 165, 349, 717]",1453,linear_recursive,2
"[11, 59, 251, 1019, 4091, 16379]",65531,linear_recursive,2
"[13, 4, 18, 17, 22, 35]",39,padovan,3
"[11, 20, 31, 51, 82, 133]",215,fibonacci,2
"[27, 28, 30, 33, 37, 42]",48,step_up,2
"[30, 49, 147, 166, 498, 517]",1551,alternating_sequence,2
"[3, 10, 8, 13, 18, 21]",31,padovan,3
"[25, 20, 45, 65, 110, 175]",285,fibonacci,2
"[19, -95, 475, -2375, 11875, -59375]",296875,geometric,2
"[66, 78, 91, 105, 120, 136]",153,triangular_sequence_randomized,2
"[43, 131, 395, 1187, 3563, 10691]",32075,linear_recursive,2
"[7, 11, 22, 26, 52, 56]",112,alternating_sequence,2
"[10, 3, 16, 13, 19, 29]",32,padovan,3
"[7, 17, 13, 24, 30, 37]",54,padovan,3
"[76, 35, -6, -47, -88, -129]",-170,arithmetic,3
"[36, 16, 68, 152, 372, 896]",2164,pell,2
"[14, 48, 150, 456, 1374, 4128]",12390,linear_recursive,2
"[13, 15, 19, 25, 33, 43]",55,step_up,2
"[28, -140, 700, -3500, 17500, -87500]",437500,geometric,2
"[87, 85, 83, 81, 79, 77]",75,arithmetic,3
"[31, 37, 16, 84, 137, 237]",458,tribonacci,2
"[18, 10, 15, 7, 12, 4]",9,alternating_add_subtract,2
"[153, 171, 190, 210, 231, 253]",276,triangular_sequence_randomized,2
"[18, 8, 13, 31, 39, 52]",83,generate_sequence,2
"[12, 6, 4, 18, 10, 22]",28,padovan,3
"[1, 7, 15, 37, 89, 215]",519,pell,2
"[80, 75, 77, 72, 74, 69]",71,alternating_add_subtract,2
"[35, 38, 111, 260, 631, 1522]",3675,pell,2
"[13, 14, 11, 27, 25, 38]",52,padovan,3
"[33, 175, 885, 4435, 22185, 110935]",554685,linear_recursive,2
"[11, 53, 221, 893, 3581, 14333]",57341,linear_recursive,2
"[6, 19, 15, 21, 40, 55]",76,generate_sequence,2
"[55, 49, 55, 49, 55, 49]",55,alternating_add_subtract,2
"[16, 15, 5, 21, 36, 41]",62,generate_sequence,2
"[71, 66, 69, 64, 67, 62]",65,alternating_add_subtract,2
"[23, 29, 52, 81, 133, 214]",347,fibonacci,2
"[16, 9, 14, 25, 23, 39]",48,padovan,3
"[15, -60, 240, -960, 3840, -15360]",61440,geometric,2
"[83, 51, 19, -13, -45, -77]",-109,arithmetic,3
"[13, 33, 79, 191, 461, 1113]",2687,pell,2
"[28, 92, 284, 860, 2588, 7772]",23324,linear_recursive,2
"[1, 39, 79, 197, 473, 1143]",2759,pell,2
"[84, 82, 87, 85, 90, 88]",93,alternating_add_subtract,2
"[14, 17, 3, 31, 20, 34]",51,padovan,3
"[5, 6, 4, 11, 10, 15]",21,padovan,3
"[7, 8, 11, 15, 22, 33]",51,fib_minus_const,1
"[59, 79, 99, 119, 139, 159]",179,arithmetic,3
"[22, 94, 382, 1534, 6142, 24574]",98302,linear_recursive,2
"[9, 16, 11, 20, 36, 47]",67,generate_sequence,2
"[15, 13, 28, 41, 69, 110]",179,fibonacci,2
"[22, 24, 28, 34, 42, 52]",64,step_up,2
"[31, 75, 163, 339, 691, 1395]",2803,linear_recursive,2
"[4, 15, 1, 19, 16, 20]",35,padovan,3
"[17, 12, 16, 33, 45, 61]",94,generate_sequence,2
"[69, 76, 83, 90, 97, 104]",111,arithmetic,3
"[15, 29, 44, 73, 117, 190]",307,fibonacci,2
"[12, 36, 108, 324, 972, 2916]",8748,geometric,2
"[47, 19, 20, 86, 125, 231]",442,tribonacci,2
"[28, 31, 62, 65, 130, 133]",266,alternating_sequence,2
"[48, 6, 47, 101, 154, 302]",557,tribonacci,2
"[30, 24, 41, 95, 160, 296]",551,tribonacci,2
"[27, 17, 44, 61, 105, 166]",271,fibonacci,2
"[29, 33, 66, 70, 140, 144]",288,alternating_sequence,2
"[49, 29, 48, 126, 203, 377]",706,tribonacci,2
"[22, 12, 19, 9, 16, 6]",13,alternating_add_subtract,2
"[5, 8, 10, 15, 22, 34]",53,fib_minus_const,1
"[16, 36, 52, 88, 140, 228]",368,fibonacci,2
"[17, 10, 18, 35, 45, 63]",98,generate_sequence,2
"[30, 20, 24, 14, 18, 8]",12,alternating_add_subtract,2
"[2, 11, 56, 281, 1406, 7031]",35156,linear_recursive,2
"[48, -192, 768, -3072, 12288, -49152]",196608,geometric,2
"[54, 47, 48, 41, 42, 35]",36,alternating_add_subtract,2
"[16, 4, 7, 20, 11, 27]",31,padovan,3
"[68, 52, 36, 20, 4, -12]",-28,arithmetic,3
"[69, 67, 75, 73, 81, 79]",87,alternating_add_subtract,2
"[17, 24, 34, 75, 133, 242]",450,tribonacci,2
"[39, 48, 57, 66, 75, 84]",93,arithmetic,3
"[15, 14, 19, 18, 23, 22]",27,alternating_add_subtract,2
"[9, 11, 20, 31, 51, 82]",133,fibonacci,2
"[11, -11, 11, -11, 11, -11]",11,geometric,2
"[24, 97, 389, 1557, 6229, 24917]",99669,linear_recursive,2
"[4, 12, 36, 108, 324, 972]",2916,geometric,2
"[34, 36, 40, 46, 54, 64]",76,step_up,2
"[9, 6, 13, 22, 28, 41]",63,generate_sequence,2
"[12, 16, 4, 16, 32, 36]",52,generate_sequence,2
"[16, 11, 13, 29, 40, 53]",82,generate_sequence,2
"[47, 15, 77, 169, 415, 999]",2413,pell,2
"[24, 50, 76, 102, 128, 154]",180,arithmetic,3
"[41, -205, 1025, -5125, 25625, -128125]",640625,geometric,2
"[10, 10, 8, 20, 18, 28]",38,padovan,3
"[20, -20, 20, -20, 20, -20]",20,geometric,2
"[10, 9, 7, 26, 42, 75]",143,tribonacci,2
"[6, 36, 78, 192, 462, 1116]",2694,pell,2
"[28, 24, 76, 176, 428, 1032]",2492,pell,2
"[7, 45, 97, 239, 575, 1389]",3353,pell,2
"[38, 42, 50, 62, 78, 98]",122,step_up,2
"[12, 5, 40, 57, 102, 199]",358,tribonacci,2
"[5, 13, 65, 73, 365, 373]",1865,alternating_sequence,2
"[7, 18, 29, 40, 51, 62]",73,arithmetic,3
"[9, 37, 149, 597, 2389, 9557]",38229,linear_recursive,2
"[37, -74, 148, -296, 592, -1184]",2368,geometric,2
"[93, 120, 147, 174, 201, 228]",255,arithmetic,3
"[10, 39, 88, 215, 518, 1251]",3020,pell,2
"[2, 1, 12, 14, 15, 27]",41,generate_sequence,2
"[8, 1, 11, 19, 20, 31]",50,generate_sequence,2
"[22, 33, 33, 88, 154, 275]",517,tribonacci,2
"[4, 20, 14, 18, 38, 52]",70,generate_sequence,2
"[8, 8, 16, 24, 32, 48]",72,generate_sequence,2
"[29, 35, 175, 181, 905, 911]",4555,alternating_sequence,2
"[34, 25, 26, 85, 136, 247]",468,tribonacci,2
"[59, 52, 55, 48, 51, 44]",47,alternating_add_subtract,2
"[44, 5, 54, 113, 280, 673]",1626,pell,2
"[2, 6, 14, 26, 42, 62]",86,step_up,2
"[13, 0, 0, 0, 0, 0]",0,geometric,2
"[59, 60, 62, 65, 69, 74]",80,step_up,2
"[7, -3, -13, -23, -33, -43]",-53,arithmetic,3
"[3, 21, 57, 129, 273, 561]",1137,linear_recursive,2
"[19, 40, 5, 64, 109, 178]",351,tribonacci,2
"[19, 1, 12, 31, 32, 44]",75,generate_sequence,2
"[31, 49, 147, 165, 495, 513]",1539,alternating_sequence,2
"[21, 13, 30, 64, 107, 201]",372,tribonacci,2
"[9, 10, 1, 19, 11, 20]",30,padovan,3
"[1, 49, 99, 247, 593, 1433]",3459,pell,2
"[7, 20, 15, 22, 42, 57]",79,generate_sequence,2
"[74, 69, 78, 73, 82, 77]",86,alternating_add_subtract,2
"[29, -116, 464, -1856, 7424, -29696]",118784,geometric,2
"[31, 47, 125, 297, 719, 1735]",4189,pell,2
"[7, 5, 15, 22, 27, 42]",64,generate_sequence,2
"[17, 7, 2, 24, 9, 26]",33,padovan,3
"[37, 0, 0, 0, 0, 0]",0,geometric,2
"[9, -37, -83, -129, -175, -221]",-267,arithmetic,3
"[21, 105, 525, 2625, 13125, 65625]",328125,geometric,2
"[20, 27, 47, 74, 121, 195]",316,fibonacci,2
"[13, 5, 23, 51, 125, 301]",727,pell,2
"[40, 14, 54, 68, 122, 190]",312,fibonacci,2
"[6, 3, 12, 27, 66, 159]",384,pell,2
"[43, 44, 45, 46, 47, 48]",49,arithmetic,3
"[6, 2, 1, 7, 9, 10]",17,generate_sequence,2
"[24, 38, 62, 100, 162, 262]",424,fibonacci,2
"[2, 3, 11, 13, 16, 27]",40,generate_sequence,2
"[45, 8, 61, 130, 321, 772]",1865,pell,2
"[33, 44, 88, 99, 198, 209]",418,alternating_sequence,2
"[16, -64, 256, -1024, 4096, -16384]",65536,geometric,2
"[65, 67, 71, 77, 85, 95]",107,step_up,2
"[23, 59, 95, 131, 167, 203]",239,arithmetic,3
"[61, 28, -5, -38, -71, -104]",-137,arithmetic,3
"[19, -19, 19, -19, 19, -19]",19,geometric,2
"[13, 32, 77, 186, 449, 1084]",2617,pell,2
"[34, 52, 208, 226, 904, 922]",3688,alternating_sequence,2
"[16, 9, 19, 35, 44, 63]",98,generate_sequence,2
"[11, 9, 1, 12, 21, 22]",34,generate_sequence,2
"[43, 143, 443, 1343, 4043, 12143]",36443,linear_recursive,2
"[5, 20, 1, 6, 26, 27]",33,generate_sequence,2
"[34, 29, 31, 26, 28, 23]",25,alternating_add_subtract,2
"[86, 79, 88, 81, 90, 83]",92,alternating_add_subtract,2
"[23, 76, 235, 712, 2143, 6436]",19315,linear_recursive,2
"[21, 25, 71, 167, 405, 977]",2359,pell,2
"[10, 6, 14, 10, 18, 14]",22,alternating_add_subtract,2
"[17, 13, 2, 19, 32, 34]",53,generate_sequence,2
"[21, 33, 66, 78, 156, 168]",336,alternating_sequence,2
"[14, 18, 26, 38, 54, 74]",98,step_up,2
"[11, 45, 181, 725, 2901, 11605]",46421,linear_recursive,2
"[4, 3, 20, 24, 27, 47]",71,generate_sequence,2
"[1, 17, 35, 87, 209, 505]",1219,pell,2
"[50, 53, 212, 215, 860, 863]",3452,alternating_sequence,2
"[5, 3, 4, 3, 3, 2]",1,fib_minus_const,1
"[14, 88, 458, 2308, 11558, 57808]",289058,linear_recursive,2
"[24, 29, 53, 82, 135, 217]",352,fibonacci,2
"[17, 20, 60, 63, 189, 192]",576,alternating_sequence,2
"[41, 42, 125, 292, 709, 1710]",4129,pell,2
"[14, 7, 10, 21, 17, 31]",38,padovan,3
"[6, 32, 4, 42, 78, 124]",244,tribonacci,2
"[61, 55, 64, 58, 67, 61]",70,alternating_add_subtract,2
"[43, 44, 46, 49, 53, 58]",64,step_up,2
"[67, 69, 73, 79, 87, 97]",109,step_up,2
"[37, 29, 34, 26, 31, 23]",28,alternating_add_subtract,2
"[46, -138, 414, -1242, 3726, -11178]",33534,geometric,2
"[27, 28, 32, 87, 147, 266]",500,tribonacci,2
"[41, 41, 41, 41, 41, 41]",41,geometric,2
"[47, 5, 37, 89, 131, 257]",477,tribonacci,2
"[39, 41, 2, 82, 125, 209]",416,tribonacci,2
"[47, 204, 832, 3344, 13392, 53584]",214352,linear_recursive,2
"[15, 16, 48, 49, 147, 148]",444,alternating_sequence,2
"[71, 72, 74, 77, 81, 86]",92,step_up,2
"[30, 79, 177, 373, 765, 1549]",3117,linear_recursive,2
"[85, 72, 59, 46, 33, 20]",7,arithmetic,3
"[36, 83, 177, 365, 741, 1493]",2997,linear_recursive,2
"[13, 5, 11, 18, 16, 29]",34,padovan,3
"[5, 7, 35, 37, 185, 187]",935,alternating_sequence,2
"[15, 77, 325, 1317, 5285, 21157]",84645,linear_recursive,2
"[42, 36, 7, 85, 128, 220]",433,tribonacci,2
"[11, 21, 63, 73, 219, 229]",687,alternating_sequence,2
"[10, 4, 20, 14, 24, 34]",38,padovan,3
"[12, 14, 13, 26, 27, 39]",53,padovan,3
"[50, 15, 80, 175, 430, 1035]",2500,pell,2
"[7, -6, -19, -32, -45, -58]",-71,arithmetic,3
"[71, 23, -25, -73, -121, -169]",-217,arithmetic,3
"[17, 14, 23, 54, 91, 168]",313,tribonacci,2
"[48, 16, 80, 176, 432, 1040]",2512,pell,2
"[7, -14, 28, -56, 112, -224]",448,geometric,2
"[5, 17, 10, 22, 27, 32]",49,padovan,3
"[38, 11, 60, 131, 322, 775]",1872,pell,2
"[38, 44, 176, 182, 728, 734]",2936,alternating_sequence,2
"[72, 38, 4, -30, -64, -98]",-132,arithmetic,3
"[9, 1, 14, 10, 15, 24]",25,padovan,3
"[48, 66, 132, 150, 300, 318]",636,alternating_sequence,2
"[49, -245, 1225, -6125, 30625, -153125]",765625,geometric,2
"[51, 56, 66, 81, 101, 126]",156,step_up,2
"[63, 110, 157, 204, 251, 298]",345,arithmetic,3
"[15, 1, 15, 16, 16, 31]",32,padovan,3
"[37, 21, 5, -11, -27, -43]",-59,arithmetic,3
"[10, 15, 21, 28, 36, 45]",55,triangular_sequence_randomized,2
"[12, 73, 378, 1903, 9528, 47653]",238278,linear_recursive,2
"[48, 14, 24, 86, 124, 234]",444,tribonacci,2
"[26, -21, -68, -115, -162, -209]",-256,arithmetic,3
"[78, 70, 76, 68, 74, 66]",72,alternating_add_subtract,2
"[15, 36, 57, 78, 99, 120]",141,arithmetic,3
"[24, 31, 62, 69, 138, 145]",290,alternating_sequence,2
"[60, 82, 104, 126, 148, 170]",192,arithmetic,3
"[19, -57, 171, -513, 1539, -4617]",13851,geometric,2
"[22, 23, 25, 28, 32, 37]",43,step_up,2
"[31, 7, 38, 45, 83, 128]",211,fibonacci,2
"[31, 124, 496, 1984, 7936, 31744]",126976,geometric,2
"[36, 86, 186, 386, 786, 1586]",3186,linear_recursive,2
"[2, 9, 11, 20, 31, 51]",82,fibonacci,2
"[48, 53, 63, 78, 98, 123]",153,step_up,2
"[15, -29, -73, -117, -161, -205]",-249,arithmetic,3
"[94, 103, 112, 121, 130, 139]",148,arithmetic,3
"[75, 77, 81, 87, 95, 105]",117,step_up,2
"[12, 4, 18, 30, 34, 52]",82,generate_sequence,2
"[17, -30, -77, -124, -171, -218]",-265,arithmetic,3
"[20, -80, 320, -1280, 5120, -20480]",81920,geometric,2
"[19, 2, 16, 21, 18, 37]",39,padovan,3
"[14, 8, 11, 25, 33, 44]",69,generate_sequence,2
"[15, 43, 37, 95, 175, 307]",577,tribonacci,2
"[4, 21, 63, 80, 240, 257]",771,alternating_sequence,2
"[41, 55, 110, 124, 248, 262]",524,alternating_sequence,2
"[38, 55, 110, 127, 254, 271]",542,alternating_sequence,2
"[31, 155, 775, 3875, 19375, 96875]",484375,geometric,2
"[15, 19, 11, 34, 30, 45]",64,padovan,3
"[42, -42, 42, -42, 42, -42]",42,geometric,2
"[27, 25, 77, 179, 435, 1049]",2533,pell,2
"[14, 3, 20, 17, 23, 37]",40,padovan,3
"[24, 18, 24, 18, 24, 18]",24,alternating_add_subtract,2
"[74, 41, 8, -25, -58, -91]",-124,arithmetic,3
"[3, 15, 3, 18, 18, 21]",36,padovan,3
"[17, 22, 32, 47, 67, 92]",122,step_up,2
"[12, 3, 2, 14, 17, 19]",33,generate_sequence,2
"[10, -50, 250, -1250, 6250, -31250]",156250,geometric,2
"[4, 7, 5, 9, 16, 21]",30,generate_sequence,2
"[87, 49, 11, -27, -65, -103]",-141,arithmetic,3
"[4, 4, 12, 16, 20, 32]",48,generate_sequence,2
"[65, 63, 72, 70, 79, 77]",86,alternating_add_subtract,2
"[33, 39, 156, 162, 648, 654]",2616,alternating_sequence,2
"[3, -7, -3, -13, -9, -19]",-15,alternating_add_subtract,2
"[21, 15, 17, 11, 13, 7]",9,alternating_add_subtract,2
"[8, 20, 18, 28, 38, 46]",66,padovan,3
"[12, 50, 112, 274, 660, 1594]",3848,pell,2
"[4, 2, 24, 30, 56, 110]",196,tribonacci,2
"[61, 33, 5, -23, -51, -79]",-107,arithmetic,3
"[15, 64, 113, 162, 211, 260]",309,arithmetic,3
"[19, 14, 2, 21, 35, 37]",58,generate_sequence,2
"[15, 44, 73, 102, 131, 160]",189,arithmetic,3
"[9, 7, 16, 23, 39, 62]",101,fibonacci,2
"[13, 6, 40, 59, 105, 204]",368,tribonacci,2
"[14, 7, 7, 21, 14, 28]",35,padovan,3
"[11, 4, 2, 15, 6, 17]",21,padovan,3
"[11, 8, 12, 19, 20, 31]",39,padovan,3
"[43, 7, -29, -65, -101, -137]",-173,arithmetic,3
"[36, 39, 45, 54, 66, 81]",99,step_up,2
"[31, 40, 200, 209, 1045, 1054]",5270,alternating_sequence,2
"[1, 14, 40, 92, 196, 404]",820,linear_recursive,2
"[6, 8, 40, 42, 210, 212]",1060,alternating_sequence,2
"[9, 6, 2, 15, 8, 17]",23,padovan,3
"[9, 17, 10, 19, 36, 46]",65,generate_sequence,2
"[13, 19, 25, 31, 37, 43]",49,arithmetic,3
"[20, 65, 200, 605, 1820, 5465]",16400,linear_recursive,2
"[78, 68, 71, 61, 64, 54]",57,alternating_add_subtract,2
"[33, 82, 180, 376, 768, 1552]",3120,linear_recursive,2
"[87, 68, 49, 30, 11, -8]",-27,arithmetic,3
"[18, 76, 308, 1236, 4948, 19796]",79188,linear_recursive,2
"[21, 40, 61, 101, 162, 263]",425,fibonacci,2
"[9, 15, 24, 39, 63, 102]",165,fibonacci,2
"[2, 13, 20, 15, 33, 35]",48,padovan,3
"[19, 8, 3, 27, 11, 30]",38,padovan,3
"[29, 43, 86, 100, 200, 214]",428,alternating_sequence,2
"[46, 62, 186, 202, 606, 622]",1866,alternating_sequence,2
"[13, -26, -65, -104, -143, -182]",-221,arithmetic,3
"[20, 19, 1, 39, 20, 40]",59,padovan,3
"[44, 54, 162, 172, 516, 526]",1578,alternating_sequence,2
"[8, 19, 4, 27, 23, 31]",50,padovan,3
"[15, 12, 6, 27, 18, 33]",45,padovan,3
"[20, 9, 4, 29, 13, 33]",42,padovan,3
"[12, 2, 10, 22, 24, 34]",56,generate_sequence,2
"[18, 47, 20, 85, 152, 257]",494,tribonacci,2
"[16, 1, 5, 17, 6, 22]",23,padovan,3
"[7, 18, 18, 25, 36, 43]",61,padovan,3
"[5, 12, 2, 7, 19, 21]",28,generate_sequence,2
"[12, 12, 17, 24, 29, 41]",53,padovan,3
"[72, 67, 62, 57, 52, 47]",42,arithmetic,3
"[90, 136, 182, 228, 274, 320]",366,arithmetic,3
"[7, 35, 175, 875, 4375, 21875]",109375,geometric,2
"[4, 1, 13, 5, 14, 18]",19,padovan,3
"[7, 8, 10, 13, 17, 22]",28,step_up,2
"[5, 4, 8, 11, 18, 28]",45,fib_minus_const,1
"[80, 111, 142, 173, 204, 235]",266,arithmetic,3
"[8, 17, 35, 71, 143, 287]",575,linear_recursive,2
"[4, 41, 86, 213, 512, 1237]",2986,pell,2
"[36, 33, 34, 31, 32, 29]",30,alternating_add_subtract,2
"[2, 9, 45, 52, 260, 267]",1335,alternating_sequence,2
"[19, 99, 499, 2499, 12499, 62499]",312499,linear_recursive,2
"[20, 80, 320, 1280, 5120, 20480]",81920,geometric,2
"[5, 17, 1, 6, 23, 24]",30,generate_sequence,2
"[69, 50, 31, 12, -7, -26]",-45,arithmetic,3
"[28, 33, 43, 58, 78, 103]",133,step_up,2
"[9, 10, 15, 21, 32, 49]",77,fib_minus_const,1
"[11, 16, 13, 27, 29, 40]",56,padovan,3
"[7, -35, 175, -875, 4375, -21875]",109375,geometric,2
"[35, -35, 35, -35, 35, -35]",35,geometric,2
"[4, 50, 104, 258, 620, 1498]",3616,pell,2
"[27, 117, 477, 1917, 7677, 30717]",122877,linear_recursive,2
"[38, 58, 290, 310, 1550, 1570]",7850,alternating_sequence,2
"[9, 12, 17, 21, 29, 38]",50,padovan,3
"[36, -72, 144, -288, 576, -1152]",2304,geometric,2
"[68, 37, 6, -25, -56, -87]",-118,arithmetic,3
"[11, 7, 11, 22, 29, 40]",62,generate_sequence,2
"[10, 9, 11, 10, 12, 11]",13,alternating_add_subtract,2
"[19, 9, 7, 28, 16, 35]",44,padovan,3
